transaction_date,transaction_type,cryptocurrency,amount,price_per_unit,total_value,fee_amount,fee_currency,currency,exchange_name,transaction_id,notes
2024-07-16T18:09:12+00:00,SELL,BTC,0.032241,56234.72,1813.06,2.0,EUR,EUR,DEMO Gamma,DG-0188,Scheduled sell
2024-07-19T15:46:48+00:00,SELL,BTC,0.033178,53825.58,1785.83,1.05,EUR,EUR,DEMO Gamma,DG-0189,Partial exit
2024-07-22T05:09:24+00:00,SELL,BTC,0.01822,55771.6,1016.16,0.82,EUR,EUR,DEMO Gamma,DG-0190,Scheduled sell
2024-07-24T21:54:00+00:00,SELL,BTC,0.006661,53823.04,358.52,0.5,EUR,EUR,DEMO Gamma,DG-0191,Scheduled sell
2024-07-27T19:42:36+00:00,SELL,BTC,0.023245,56091.47,1303.85,1.97,EUR,EUR,DEMO Gamma,DG-0192,Tax-loss harvest
2024-07-31T00:59:12+00:00,SELL,BTC,0.005711,53565.91,305.91,0.23,EUR,EUR,DEMO Gamma,DG-0193,Tax-loss harvest
2024-08-03T02:11:48+00:00,SELL,BTC,0.015772,55593.13,876.81,0.96,EUR,EUR,DEMO Gamma,DG-0194,Scheduled sell
2024-08-05T22:30:24+00:00,SELL,BTC,0.006141,52366.03,321.58,0.5,EUR,EUR,DEMO Gamma,DG-0195,Profit taking
2024-08-09T09:57:00+00:00,SELL,BTC,0.026409,54057.08,1427.59,1.91,EUR,EUR,DEMO Gamma,DG-0196,Scheduled sell
2024-08-12T08:28:36+00:00,SELL,BTC,0.033171,52830.27,1752.43,1.6,EUR,EUR,DEMO Gamma,DG-0197,Scheduled sell
2024-08-14T17:16:12+00:00,SELL,BTC,0.01867,56027.98,1046.04,1.16,EUR,EUR,DEMO Gamma,DG-0198,Profit taking
2024-08-18T02:52:48+00:00,SELL,BTC,0.017312,52080.23,901.61,0.59,EUR,EUR,DEMO Gamma,DG-0199,Profit taking
2024-08-20T16:59:24+00:00,SELL,BTC,0.015397,53274.94,820.27,0.55,EUR,EUR,DEMO Gamma,DG-0200,Scheduled sell
2024-08-23T09:51:00+00:00,SELL,BTC,0.030685,55538.62,1704.2,2.93,EUR,EUR,DEMO Gamma,DG-0201,Scheduled sell
2024-08-27T02:22:36+00:00,SELL,BTC,0.018328,51597.12,945.67,1.01,EUR,EUR,DEMO Gamma,DG-0202,Portfolio rebalance
2024-08-30T03:15:12+00:00,SELL,BTC,0.027302,54198.92,1479.74,2.87,EUR,EUR,DEMO Gamma,DG-0203,Portfolio rebalance
2024-09-02T02:00:48+00:00,SELL,BTC,0.031267,52944.29,1655.41,2.97,EUR,EUR,DEMO Gamma,DG-0204,Portfolio rebalance
2024-09-05T02:51:24+00:00,SELL,BTC,0.007629,50004.6,381.49,0.55,EUR,EUR,DEMO Gamma,DG-0205,Partial exit
2024-09-07T23:19:00+00:00,SELL,BTC,0.012259,52919.95,648.75,0.63,EUR,EUR,DEMO Gamma,DG-0206,Tax-loss harvest
2024-09-10T11:01:36+00:00,SELL,BTC,0.00598,52085.82,311.47,0.54,EUR,EUR,DEMO Gamma,DG-0207,Partial exit
2024-09-13T14:08:12+00:00,SELL,BTC,0.017078,50893.91,869.17,1.41,EUR,EUR,DEMO Gamma,DG-0208,Tax-loss harvest
2024-09-16T12:27:48+00:00,SELL,BTC,0.032262,49795.35,1606.5,1.95,EUR,EUR,DEMO Gamma,DG-0209,Tax-loss harvest
2024-09-19T00:15:24+00:00,SELL,BTC,0.022062,50536.54,1114.94,0.86,EUR,EUR,DEMO Gamma,DG-0210,Partial exit
2024-09-22T20:12:00+00:00,SELL,BTC,0.011396,51994.8,592.53,0.95,EUR,EUR,DEMO Gamma,DG-0211,Tax-loss harvest
2024-09-25T02:54:36+00:00,SELL,BTC,0.011485,50475.25,579.71,0.51,EUR,EUR,DEMO Gamma,DG-0212,Scheduled sell
2024-09-28T19:16:12+00:00,SELL,BTC,0.027914,51251.34,1430.63,0.97,EUR,EUR,DEMO Gamma,DG-0213,Profit taking
2024-10-01T02:11:48+00:00,SELL,BTC,0.02462,60921.42,1499.89,2.13,EUR,EUR,DEMO Gamma,DG-0214,Scheduled sell
2024-10-04T11:06:24+00:00,SELL,BTC,0.029884,64153.79,1917.17,2.03,EUR,EUR,DEMO Gamma,DG-0215,Tax-loss harvest
2024-10-07T08:22:00+00:00,SELL,BTC,0.0338,62771.55,2121.68,3.92,EUR,EUR,DEMO Gamma,DG-0216,Tax-loss harvest
2024-10-10T12:43:36+00:00,SELL,BTC,0.033773,64235.96,2169.44,4.07,EUR,EUR,DEMO Gamma,DG-0217,Tax-loss harvest
2024-10-13T06:38:12+00:00,SELL,BTC,0.027094,65098.84,1763.79,1.22,EUR,EUR,DEMO Gamma,DG-0218,Scheduled sell
2024-10-15T19:09:48+00:00,SELL,BTC,0.019342,68751.85,1329.8,1.74,EUR,EUR,DEMO Gamma,DG-0219,Scheduled sell
2024-10-19T10:10:24+00:00,SELL,BTC,0.030237,67671.86,2046.19,3.4,EUR,EUR,DEMO Gamma,DG-0220,Portfolio rebalance
2024-10-22T04:23:00+00:00,SELL,BTC,0.025613,73541.65,1883.62,2.24,EUR,EUR,DEMO Gamma,DG-0221,Profit taking
2024-10-24T19:15:36+00:00,SELL,BTC,0.011713,67705.45,793.03,1.09,EUR,EUR,DEMO Gamma,DG-0222,Tax-loss harvest
2024-10-28T00:15:12+00:00,SELL,BTC,0.030278,72135.2,2184.11,1.71,EUR,EUR,DEMO Gamma,DG-0223,Tax-loss harvest
2024-10-31T07:20:48+00:00,SELL,BTC,0.019143,72661.41,1390.96,1.97,EUR,EUR,DEMO Gamma,DG-0224,Tax-loss harvest
2024-11-03T06:53:24+00:00,SELL,BTC,0.017792,79408.09,1412.83,1.59,EUR,EUR,DEMO Gamma,DG-0225,Tax-loss harvest
2024-11-05T23:48:00+00:00,SELL,BTC,0.017126,80893.64,1385.38,1.63,EUR,EUR,DEMO Gamma,DG-0226,Scheduled sell
2024-11-08T10:40:36+00:00,SELL,BTC,0.022124,78975.34,1747.25,1.47,EUR,EUR,DEMO Gamma,DG-0227,Profit taking
2024-11-11T14:36:12+00:00,SELL,BTC,0.028631,83810.69,2399.58,3.2,EUR,EUR,DEMO Gamma,DG-0228,Portfolio rebalance
2024-11-14T05:06:48+00:00,SELL,BTC,0.028516,79507.72,2267.24,3.65,EUR,EUR,DEMO Gamma,DG-0229,Portfolio rebalance
2024-11-17T13:04:24+00:00,SELL,BTC,0.010739,84506.48,907.52,1.13,EUR,EUR,DEMO Gamma,DG-0230,Scheduled sell
2024-11-21T00:43:00+00:00,SELL,BTC,0.014706,82278.66,1209.99,1.49,EUR,EUR,DEMO Gamma,DG-0231,Tax-loss harvest
2024-11-23T09:11:36+00:00,SELL,BTC,0.021895,82509.54,1806.55,1.98,EUR,EUR,DEMO Gamma,DG-0232,Partial exit
2024-11-26T09:06:12+00:00,SELL,BTC,0.028909,78392.3,2266.24,2.75,EUR,EUR,DEMO Gamma,DG-0233,Profit taking
2024-11-29T06:17:48+00:00,SELL,BTC,0.015246,81588.81,1243.9,1.3,EUR,EUR,DEMO Gamma,DG-0234,Scheduled sell
2024-12-02T06:07:24+00:00,SELL,BTC,0.0288,85488.68,2462.07,2.5,EUR,EUR,DEMO Gamma,DG-0235,Portfolio rebalance
2024-12-04T23:06:00+00:00,SELL,BTC,0.030436,81780.52,2489.07,4.84,EUR,EUR,DEMO Gamma,DG-0236,Partial exit
2024-12-07T20:28:36+00:00,SELL,BTC,0.024234,85653.26,2075.72,2.71,EUR,EUR,DEMO Gamma,DG-0237,Tax-loss harvest
2024-12-11T14:08:12+00:00,SELL,BTC,0.024899,83768.43,2085.75,2.57,EUR,EUR,DEMO Gamma,DG-0238,Portfolio rebalance
2024-12-14T11:07:48+00:00,SELL,BTC,0.016569,88311.88,1463.24,1.36,EUR,EUR,DEMO Gamma,DG-0239,Partial exit
2024-12-16T17:56:24+00:00,SELL,BTC,0.023969,88130.19,2112.39,4.0,EUR,EUR,DEMO Gamma,DG-0240,Portfolio rebalance
2024-12-19T20:56:00+00:00,SELL,BTC,0.022003,86115.82,1894.81,3.36,EUR,EUR,DEMO Gamma,DG-0241,Profit taking
2024-12-22T17:16:36+00:00,SELL,BTC,0.015501,81422.45,1262.13,1.22,EUR,EUR,DEMO Gamma,DG-0242,Tax-loss harvest
2024-12-26T09:43:12+00:00,SELL,BTC,0.022965,86788.68,1993.1,2.18,EUR,EUR,DEMO Gamma,DG-0243,Portfolio rebalance
2024-12-29T03:35:48+00:00,SELL,BTC,0.032472,87388.28,2837.67,4.6,EUR,EUR,DEMO Gamma,DG-0244,Scheduled sell
2024-12-31T23:17:24+00:00,SELL,BTC,0.017508,88956.97,1557.46,1.21,EUR,EUR,DEMO Gamma,DG-0245,Profit taking
2025-01-03T13:20:00+00:00,SELL,BTC,0.012393,84700.35,1049.69,0.92,EUR,EUR,DEMO Gamma,DG-0246,Profit taking
2025-01-06T14:30:36+00:00,SELL,BTC,0.017025,85453.03,1454.84,0.94,EUR,EUR,DEMO Gamma,DG-0247,Portfolio rebalance
2025-01-09T20:43:12+00:00,SELL,BTC,0.006455,88426.22,570.79,0.63,EUR,EUR,DEMO Gamma,DG-0248,Profit taking
2025-01-12T20:13:48+00:00,SELL,BTC,0.023328,84514.57,1971.56,1.24,EUR,EUR,DEMO Gamma,DG-0249,Portfolio rebalance
2025-01-15T15:57:24+00:00,SELL,BTC,0.012757,86322.46,1101.22,1.02,EUR,EUR,DEMO Gamma,DG-0250,Partial exit
2025-01-19T02:11:00+00:00,SELL,BTC,0.029613,84755.24,2509.86,1.36,EUR,EUR,DEMO Gamma,DG-0251,Tax-loss harvest
2025-01-21T05:28:36+00:00,SELL,BTC,0.014976,91171.25,1365.38,1.66,EUR,EUR,DEMO Gamma,DG-0252,Scheduled sell
2025-01-24T12:35:12+00:00,SELL,BTC,0.021345,91826.75,1960.04,1.38,EUR,EUR,DEMO Gamma,DG-0253,Scheduled sell
2025-01-27T06:12:48+00:00,SELL,BTC,0.022743,85157.92,1936.75,2.8,EUR,EUR,DEMO Gamma,DG-0254,Scheduled sell
2025-01-30T19:53:24+00:00,SELL,BTC,0.023946,87427.8,2093.55,2.72,EUR,EUR,DEMO Gamma,DG-0255,Tax-loss harvest
2025-02-01T23:16:00+00:00,SELL,BTC,0.012179,84962.47,1034.76,0.66,EUR,EUR,DEMO Gamma,DG-0256,Tax-loss harvest
2025-02-05T05:58:36+00:00,SELL,BTC,0.013111,83307.34,1092.24,1.04,EUR,EUR,DEMO Gamma,DG-0257,Profit taking
2025-02-08T02:19:12+00:00,SELL,BTC,0.027326,84127.9,2298.88,1.62,EUR,EUR,DEMO Gamma,DG-0258,Tax-loss harvest
2025-02-11T01:11:48+00:00,SELL,BTC,0.00594,83166.77,494.01,0.93,EUR,EUR,DEMO Gamma,DG-0259,Portfolio rebalance
2025-02-13T20:46:24+00:00,SELL,BTC,0.027542,81419.81,2242.46,3.81,EUR,EUR,DEMO Gamma,DG-0260,Scheduled sell
2025-02-17T13:03:00+00:00,SELL,BTC,0.005909,80191.81,473.85,0.5,EUR,EUR,DEMO Gamma,DG-0261,Portfolio rebalance
2025-02-20T13:00:36+00:00,SELL,BTC,0.018167,85028.15,1544.71,1.35,EUR,EUR,DEMO Gamma,DG-0262,Portfolio rebalance
2025-02-23T03:58:12+00:00,SELL,BTC,0.011993,84062.89,1008.17,0.62,EUR,EUR,DEMO Gamma,DG-0263,Partial exit
2025-02-26T05:52:48+00:00,SELL,BTC,0.028514,81015.7,2310.08,3.28,EUR,EUR,DEMO Gamma,DG-0264,Tax-loss harvest
2025-02-28T13:28:24+00:00,SELL,BTC,0.026887,78808.11,2118.91,3.63,EUR,EUR,DEMO Gamma,DG-0265,Portfolio rebalance
2025-03-04T05:36:00+00:00,SELL,BTC,0.007655,75566.4,578.46,0.41,EUR,EUR,DEMO Gamma,DG-0266,Profit taking
2025-03-07T10:44:36+00:00,SELL,BTC,0.023317,79067.76,1843.62,1.67,EUR,EUR,DEMO Gamma,DG-0267,Scheduled sell
2025-03-09T11:16:12+00:00,SELL,BTC,0.014846,77937.57,1157.06,0.84,EUR,EUR,DEMO Gamma,DG-0268,Scheduled sell
2025-03-12T20:04:48+00:00,SELL,BTC,0.033429,74272.62,2482.86,2.29,EUR,EUR,DEMO Gamma,DG-0269,Partial exit
2025-03-16T00:26:24+00:00,SELL,BTC,0.026436,79678.53,2106.38,1.79,EUR,EUR,DEMO Gamma,DG-0270,Partial exit
2025-03-18T07:55:00+00:00,SELL,BTC,0.011896,74214.85,882.86,1.0,EUR,EUR,DEMO Gamma,DG-0271,Portfolio rebalance
2025-03-21T06:49:36+00:00,SELL,BTC,0.018925,81884.11,1549.66,2.61,EUR,EUR,DEMO Gamma,DG-0272,Tax-loss harvest
2025-03-25T04:22:12+00:00,SELL,BTC,0.027105,74725.74,2025.44,1.46,EUR,EUR,DEMO Gamma,DG-0273,Tax-loss harvest
2025-03-27T11:48:48+00:00,SELL,BTC,0.007738,80150.09,620.2,0.75,EUR,EUR,DEMO Gamma,DG-0274,Partial exit
2025-03-30T14:21:24+00:00,SELL,BTC,0.012834,81086.45,1040.66,1.12,EUR,EUR,DEMO Gamma,DG-0275,Profit taking
2025-04-02T06:06:00+00:00,SELL,BTC,0.027606,75804.32,2092.65,1.83,EUR,EUR,DEMO Gamma,DG-0276,Portfolio rebalance
2025-04-05T13:29:36+00:00,SELL,BTC,0.034062,76917.82,2619.97,2.09,EUR,EUR,DEMO Gamma,DG-0277,Profit taking
2025-04-08T18:14:12+00:00,SELL,BTC,0.025523,79210.57,2021.7,2.44,EUR,EUR,DEMO Gamma,DG-0278,Tax-loss harvest
2025-04-11T03:56:48+00:00,SELL,BTC,1e-06,82627.6,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0279,Scheduled sell
2025-04-13T23:09:24+00:00,SELL,BTC,1e-06,79426.73,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0280,Partial exit
2025-04-17T06:17:00+00:00,SELL,BTC,1e-06,78326.08,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0281,Profit taking
2025-04-20T19:18:36+00:00,SELL,BTC,1e-06,77464.42,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0282,Tax-loss harvest
2025-04-23T14:16:12+00:00,SELL,BTC,1e-06,80370.65,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0283,Profit taking
2025-04-26T04:07:48+00:00,SELL,BTC,1e-06,80473.29,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0284,Partial exit
2025-04-29T13:46:24+00:00,SELL,BTC,1e-06,78928.27,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0285,Profit taking
2025-05-02T02:33:00+00:00,SELL,BTC,1e-06,81576.13,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0286,Profit taking
2025-05-05T05:55:36+00:00,SELL,BTC,1e-06,76686.02,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0287,Profit taking
2025-05-07T19:41:12+00:00,SELL,BTC,1e-06,77299.58,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0288,Tax-loss harvest
2025-05-11T00:29:48+00:00,SELL,BTC,1e-06,82937.08,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0289,Portfolio rebalance
2025-05-13T18:40:24+00:00,SELL,BTC,1e-06,79422.54,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0290,Portfolio rebalance
2025-05-17T09:32:00+00:00,SELL,BTC,1e-06,82407.41,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0291,Portfolio rebalance
2025-05-19T16:07:36+00:00,SELL,BTC,1e-06,78318.67,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0292,Portfolio rebalance
2025-05-22T08:56:12+00:00,SELL,BTC,1e-06,79137.63,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0293,Scheduled sell
2025-05-25T23:26:48+00:00,SELL,BTC,1e-06,78332.78,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0294,Tax-loss harvest
2025-05-28T09:37:24+00:00,SELL,BTC,1e-06,81555.3,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0295,Scheduled sell
2025-06-01T03:53:00+00:00,SELL,BTC,1e-06,81008.16,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0296,Tax-loss harvest
2025-06-03T05:33:36+00:00,SELL,BTC,1e-06,84263.34,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0297,Scheduled sell
2025-06-06T23:23:12+00:00,SELL,BTC,1e-06,84616.21,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0298,Scheduled sell
2025-06-09T19:43:48+00:00,SELL,BTC,1e-06,79163.88,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0299,Tax-loss harvest
2025-06-12T02:40:24+00:00,SELL,BTC,1e-06,78805.81,0.08,0.0,EUR,EUR,DEMO Gamma,DG-0300,Partial exit
